restaurant_name,number,review
El Tizon Del Chef,1,Now open behind corner bar on south Lamar  Really amazing food  everything is fresh and just awesome  Would highly recommend.   Still amazing food however they have moved locations now they are in front of the warehouse bar off of 290 
El Tizon Del Chef,2,We suspect this man may be racist as he was very rude to my African American friend. We will not be giving him our business anymore because we do not support racist business owners he was very rude to my black friend but instead extremely kind to my white friends they will never ever come see this guy again and they tipped the guy and he was still rude. And we all got a shit now .
El Tizon Del Chef,3,Best tacos  The carne asada is amazing. Also the chips for the nachos are the good chips not the store bought kind that fall apart and you left with a bunch of broken pieces. He is now at 4301 duval st and 43th st.
El Tizon Del Chef,4,The pastor tacos and quesadillas are the best I ve ever had  Seriously  this little stand outside The Warehouse is legitimately a hidden gem. Do yourself a favor and go get some pastor tacos from this guy. And be sure to use the green sauce 
El Tizon Del Chef,5,A delicious little taco truck open late just outside and in front of Warehouse Bar and Billards  It has a cute  little menu with the basics classics and their Pastor tacos do not disappoint  The man and perhaps owner who is always working is very friendly and I am happy to support local business. Come eat here for a late night taco fix 
El Tizon Del Chef,6,Context  From Los Angeles  and have eaten lots of Mexican street-style tacos.   So the deal with Mexican street style tacos  you aren t going to get all the fancy sauces and toppings. But you shouldn t. Because these tacos are about the MEAT. No creamy sauces to cover anything up  there s nowhere to hide.   It s about the meat  with a smattering of onions and cilantro  a squeeze of lime for brightness  and a dash of salsa for heat. But it s about the meat. And oh man  is the meat here tasty. ESPECIALLY the barbacoa.   Went for the first time yesterday and ordered a barbacoa taco and a pastor taco. That barbacoa is BOMBBBBBB. Generous heaping of insanely delicious meat. It was so flavorful  fatty  and tender that at times  I thought I might have been eating braised pork belly. Whatever this meat was stewing in has been so well flavored and so well simmered that all the meat has the flavor sticky and stuck onto the meat. Get this.   The pastor was decent  but not close to the best pastor I ve had. It has flavors  yes  but the meat wasn t as juicy as pastor should be. Seemed more like crumbled ground pork than something carved off a spit. Did get a nice slice of pineapple in the taco  but I will cycle through all other meats before deciding whether I need to come back to this one.  I ll update again after I ve gone a few times. I usually wait to review places that I think are good until I ve been there multiple times  but goddamn this place deserves more customers STAT    Note  This is a nice easy place to stop and grab a quick bite before heading for an evening of climbing at Crux 
El Tizon Del Chef,7,Great tacos  Barbacoa is fantastic. I recommend you try them. The chef has a great attitude and is quick  Dont forget to tip  
El Tizon Del Chef,8,I had these tacos for the first time last night and was seriously blown away by the flavor  I am so happy that we happened to stumble across this gem of a taco truck in South Austin. It was so incredible that we ordered twice so that we could have tacos for the next day  The man whom I believe is also the owner is extremely friendly and he puts so much care into preparing your food. We had the carne asada  al pastor  carnitas  bean and cheese tacos as well as queso and fries. Everything was truly exceptional. The red and green salsas also complimented the tacos in every way. I am so excited to come back and I will be taking all my family members here when they visit  You will not be disappointed 
El Tizon Del Chef,9,Outstanding--I had 2 pastor  1 Barbacoa  and 1 carnitas.  All were made authentic with fresh tortillas and seasoned to perfection.  4 homemade tacos for  11--it doesn t get any better.
El Tizon Del Chef,10,Amazing and authentic food. Little food truck right behind the Texaco. Is a MUST have.
El Tizon Del Chef,11,I ve been to all of the good taco stands in the area and this one is the best   The pastor taco was my favorite. The salsas were fresh and very well seasoned. My girlfriend s family is from Mexico and she s obviously spent a lot of time there. If she says it s legit  it is.  People need to quit posting reviews about delivery service items especially considering how bad traffic can be. You re going to force these businesses to stop delivering all together. Some people just like to bitch  I guess.
El Tizon Del Chef,12,Amazing quesadilla  the cheese is great. My chicken taco was flavorful and juicy. I wouldn t order the rice or beans again but it s a taco truck and the tacos were really amazing so it still gets 5 stars 
