restaurant_name,number,review
Bomb Tacos,1,everyone acting like they re expecting an otherworldly gastronomic experience from a small shop selling street tacos in the wee hours when almost everything else is closed  and the emperors lights is no longer upon us  need to chillllll.  their mini street tacos hit the spot every time  and what you see is what you get. they may bot blow you away  but the tortillas are petty good  and that mest aint nothing to shake a stick at.   the nachos are a bit of a mess  but c est la vie - beggers cant be choosers when its 2am and you need 4th meal in order to not completely write off responsibilities the next morning.
Bomb Tacos,2,In the top 5 of Austin taco joints.. I can t get enough. The thing I love is the flavor at Bomb Taco.. it all tastes good to the last bite. I am going to proclaim that the Hawaiian Taco on the menu is one of the best bites in the city.... Absolutely fantastic array of fresh flavor. The Hawaiian is packed with soy sauce marinated chicken  pineapple  lettuce  Pico  cheese..... omg.. take me back now. The flavor from this truck is awesome. It s been around a long time all over town and I am a buyer anytime I m in the area. Get Bombed
Bomb Tacos,3,If you happen to be out and about and find yourself at the White Horse in the late night chances are you might be hungry. Luckily Bomb Tacos is right there on the patio to serve your drunken hunger needs. I got the pork tacos and cheese fries. It was messy  but it hit the spot after a night of drinking with friends. The cheese fries are pretty big and definitely something to share. I wouldn t seek out this place probably  but I would eat here again if I find myself at the White Horse hungry at 1am.
Bomb Tacos,4,Best campechana in town.  This food truck is located on the grounds of the white horse bar.  The campechana is the only tacos I ve tried and I ll always continue to come back. It is perfectly spicy with a sweet spin  they put pineapple in their campechana .  I m not sure if the tortillas are homemade  but they were tasty- not my favorite  but not bad.  Now  I must write this with a caveat  the campechana is made differently by different cooks. Sometimes the tacos are good  not great and other times  it is cooked to perfection.  Anyways  I d recommend giving this place a try.
Bomb Tacos,5,  Uber eats order . We had arrived pretty late and this was one of the few places open. They messed up the order. We ended up with soggy tacos and not so great quesadillas instead. The green sauce was actually good and saving grace.
Bomb Tacos,6,We got an airbnb near by and was craving for some food around 9PM and went to 6th street hoping there was some food we can grab around there. Most of the places were closing down at 10PM  so we went out to grab food kinda late. We were told from one of the restaurant that The White Horse had some food trucks that are open late which was this. We walked here and saw that the taco truck is gated in and connects with the bar.   Approaching the bouncer  he was very rude and not helpful at all. We ignored him and just had 2 people go in to get some tacos because that s what we came there for. We got a bunch of different types of tacos from pastor  bistec  beef fajitas to hawaiian. The hawaiian was delicious  They were  4 each and a large portion. I would definitely giving the hawaiian tacos a try. I give the tacos a 5 star and the service at The White Horse itself a 2  If I m ever in the area and craving for some food late at night  this will be my go to.
Bomb Tacos,7, Uber Eats order  I got the Popeye quesadilla and literally couldn t eat it. It was soaking in oil  even the outside of the tortillas  and the mushrooms were extremely slimy and a horrible texture. If there was cheese in the quesadilla I couldn t tell because the mushrooms were so wet the tortilla was sliding off.  God awful.
Bomb Tacos,8,Ordered birra tacos on Uber eats. The driver took forever to come so food was cold but those tacos were amazing cold and all
Bomb Tacos,9,These are the best tacos you ll have in Austin... birria  pastor  chorizo  locos - everything is awesome - the BOMB  I m still kinda new to Austin and don t trust all food trucks  but I m so happy that I was put in to this one
Bomb Tacos,10,The only thing  bomb  about this place is what s going to happen in your bathroom afterwards.  What did I just eat   I ordered Nachos but what I was served was some Philly Cheesesteakesqe slop smothered over soggy and stale chips.  Whoever put this place on their  Best Nachos In Austin  list was clearly on hour fourteen of a peyote-induced vision quest.  Avoid for your personal health and wellness...and probably others around you.
