restaurant_name,number,review
El Super Taco 3,1,Staying in a local hotel and there s not many other options so I decided to check it out.  I got 3 tacos  pastor  asada  and chicken  and they were all excellent.  Definitely a no frills joint and they don t accept credit cards  but well worth the stop.  No chips and guac or anything like that  but if you re in the mood for some solid tacos then definitely check it out.
El Super Taco 3,2,Delicious food truck on East Riverside  It shares the lot with a Honduran food truck and a building that is a hair salon.   I was at a work site nearby and decided to drop in for a quick lunch. I ordered two tacos  carnitas and al pastor  and a veggie sopes.   I really love sopes so any time I see them on a menu  I make sure to order it. While they usually sell sopes in a plate of three  the lady said she could make just one for me. The corn bottom on the sopes was perfectly crisp and you can hold it and eat it. it was a great vessel for the beans  crema  avocado and queso fresco  YUM   The two tacos I had the traditional way with corn tortillas and cilantro onion. The carnitas was well seasoned and had good crunchy bits. The pastor could ve used a smidge more pineapple  but both were great.   The green and red salsa they had were muy pica    Two tacos   sopes was less than  8  What a steal   Give them a try if you re in the neighborhood.
Pupuseria La Bendicion,1,Really great pupusas. They assemble and cook them when you order so don t expect it to be a quick grab and go... but you can expect the pupusas to be delicious. Friendly service and they are generous with their sauces and curtido.
Taqueria Guerrero,1,From walk up menu was expansive and it was nice to have so many options coming from a food truck   The service was great and friendly  anything I asked for they would response with  absolutely  and with a smile.  I got the quesabrria tacos  torta with bisteak and jam n  and an elote. Quesabrria was amazing the meat was soft the cheese was melty and the cozume was hot and juicy. The torta was huge and delicious it was so warm it wilted the lettuce a bit and the flavor was there. And the elote was amazing the Chile was exactly was it should be Chile molido not hot sauce like Valentina and they were very generous with the toppings.  I will definitely be back     Sorry my pics aren t better we were hungry
Chevron,1,I stopped here for gas and ended up having lunch  This convenience store has a full size kitchen  spacious and very clean. The shrimp tacos are a must  I ordered a latte to go which they prepared fresh on the spot. Delicious  Looking forward to making a stop there next time I go through Austin.
La Chilnguita #2,1,Food was amazing. Really enjoyed the food and had an amazing time. They have a wide variety of dishes. The person attending is really nice.
El Xolo Tacos,1,Their food truck came to our neighborhood. Tried their miga tacos. Oh my. So GOOD  It s authentic and just perfect. Def getting my breakfast tacos from this place now and on 
El Xolo Tacos,2,Sorry to leave a 2 star but the breakfast tacos were really bad. Swimming in old grease  room temperature  hard burnt coffee-ground like chorizo in one  another with the tortilla rock solid  another with the fillings very dry. It seemed like whoever made them focused on nothing but slopping together the ingredients as fast as possible without any regard to things that actually make food good  especially when you re around one of the top foodie cities of the US  Austin TX. Do not recommend.
Burrito Mexicano,1,Stopped by on the way home from work for a PERFECT sope. She sells huaraches  tacos  burritos  of course   you name it. Really high quality meal  and super nice owner. One of my new favs.
Villanueva Taco Truck,1,The food was to die for. The service was great  I have a lot of tacos and I was surprised with the quality of the food
