restaurant_name,number,review
Mario's Seafood,1,Standard Tex-Mex food.  The cheese enchiladas are good as well as the salsa. They make really good drinks here and have great customer service. We will be back.
Mario's Seafood,2,We were in the mood for seafood and Mario s popped up  so we decided to give it a try. It was lunchtime for us and mama was getting hangry  so her order needed to be hot and correct.   Well....they got the hot right but they fried her fish instead of grilling it  as requested  Then later we figured out they forgot her side of tortillas. She was too hungry to give it back  so she ate it like that. She said it was ok and wouldn t come back but my hubby on the other hand said he wants to give it another try because they were out of oysters  due to the storms down south  so he would like to go back for those.   He had Nayarit ceviche and a caldo that was too spicy for my tio but when he had it he said it was ok  taste was off. He also had a michelada that was good.   I had Rellenos  stuff jumbo shrimp  with shrimp fried rice. Shrimp was delicious but rice was ok. I also had a drink  I believe was the Cantita in a cute ceramic mug and it was tasty.   We all had some appetizers of Calamari and Tostada Mazatleca-ceviche. They were good but Nothing really stood out for me except the stuffed shrimp and drink.   Some of their prices are a little much with certain items but overall  expect to have a pricey bill because it is seafood.   Our server Erika was nice and friendly. The rest of the staff seemed productive. It would have been nice to have been offered a discount or a comp for the mess ups but it didn t happen. That bathrooms were clean and they provided seating right away even for a group of nine.   Overall  It was a decent experience. I ll probably go back when hubby wants to try the oysters.
Mario's Seafood,3,Stopped in for some oysters and margaritas. Unfortunately they were out of oysters which made my heart sad. We spoke with the bartender as I m gluten and dairy intolerant. He wasn t knowledgeable about my food issues but was super helpful on finding something to meet my needs. I decided on the shrimp tostada. I told him if I see something that doesn t meet my needs my husband can eat it. The tostada came out and was delish. I would recommend getting one per person in the future. The drinks were strong and delicious. We had Mexican martini and margaritas. Overall a cool chill pass. I would love to come back and try more food and drinks.
Mario's Seafood,4,C mon man....  Not a hater  just a true review and being generous with the stars  Been driving by this place for months wanting to find a reason to stop for some Mexi-style seafood  amp  oysters  Understand its desperate  tough times and thank you for being open. but dang man  y all gotta get some things right if you re gonna take peoples money   Seems like you been outta oysters for awhile now  at least put a sign up if I have to wait for service  Stale crackers  Throw that shit out  man  they only cost like  7 a box   Get your bar cleaned up  makes customers think everything else is dirty  don t need to wait till the end of the night to clean  Fried fish was fresh and cooked perfectly but not sure exactly what type of fish it was  seafood cocktail was as expected  nothing unique  Sorry but I didn t find anything intriguing or able to recommend here  not even basic cantina food truck level need to step up your game for the pricing  I guess you can draw business from the nearby hotels  Would like to try again if you re still open in the future
Mario's Seafood,5,Don t listen to these haters. You have to be a sad  sad person to leave bad reviews for a place that just opened. I had a bomb ass meal here tonight. Lemme tell you about it.  Mario s Seafood serves up LEGIT mariscos  seafood  in the old Applebees. Honestly  this is one of the best trades ever for the Austin food scene. We ve really needed some quality ceviche  and Applebees  I m not even going to go there.  The shrimp coctel was absolutely killer. Some of the best I ve had. It was super fresh and a nice portion. Bits of habanero and some other spice I couldn t identify  but was all about. Had camarones zarandeados and a couple big pieces of pepino on the side. So artfully presented    My aguachile negro mixto was also great. The mixto version comes with oysters and scallops  which pair great with the shrimp. I recommend getting the mixto instead of the regular aguachile. And the spice - it was spicy  like an aguachile negro should be  but not overwhelming. My mouthburn steadily incremented throughout my meal  but I finished all of it. I was sweating a little at the end  but it was sooo good   All of the mariscos were tender  flavorful and FRESH  which is the most important thing with mariscos. My wife s michelada was bien hecha tambien.   Downsides - prices seem to be all over the place. Some things are priced right  some things seem a few bucks too high. But for quality ceviche in Austin  I m not complaining.   Looking forward to coming back and trying more of the menu  and SOON 
Mario's Seafood,6,Don t let the old reviews get to you  this place has some of the best birria tacos I ve ever had. The place has great music   they play bad bunny     host amazing events  and staff was super kind. You can t find many authentic Mexican restaurants in Austin but this is one of them
Mario's Seafood,7,English review at bottom  Buena comida  presios relativamente bien  buena musica. La rason por la que no puedo recomendar este lugar es por el pesimo servicio recibido. Al mesero se le dio barias oportunidades de reconsiderar su pesima actitud ya que lo tratamos con respeto y cortesia. Consumimos  195 y despues de esperar la cuenta por mas de 20 minutos el mesero llega con solo una cantidad para pagar. Me entrega el aparato para pagarle y casualmente esta en la opci n de propina. Yo le pico al aparato y descubro que mi total de  245 ya venia con una generosa propina de  40. Al preguntarle por que me estaba sugiriendo propina adicional  act a ofendido  me arrebata el aparato y termina la transacci n sin siquiera darme recibo. Que decepci n que el apoyar a un negocio latino tenga como consecuencia un mal servicio y possible estafa.   Food was decent. Prices are okay. Music good. The reason I cannot recommend this place is due to the poor service we got from our server. Seemed in a hurry and dismissive. Felt like a burden to the waiter. Consumed  195 and after waiting over 20 min for our check  we got a waiter that basically told us an amount without any check to show for it. Noticed the waiter helped himself to a  43 tip  undestandable since we comsumed roughly  200  What I dont appreciate is the fact that after you ve assumed a gratuity then you ask  or trick me into an additional tip. Unfortunately waiter s poor service has cost you a customer.
Mario's Seafood,8,Great seafood wife had the full fish and excellent beef fajita for me appetizer was wow shrimp cocktail and calamari highly recommended clean and friendly staff
Mario's Seafood,9,Great atmosphere and delicious meal. El Salvadorian dishes are tasty with complex flavors.  Tried the ceviche   fish taco and shrimp tacos with a lovely aeole sauce.
Mario's Seafood,10,I have been waiting for this place to open. We had originally planned for hot wings next door but saw Mario s seafood was open so decided on that instead. The waitresses were nice but super close to us  probably to hear since the music was SUPER LOUD . My bf ordered a frozen Margarita but they didn t have frozen so he ordered it on the rocks which came in a small glass. I order Mexican Martini which was really good. My bf ordered Filete de pescado which looked nothing like the picture. He said it was alright but not for the price. I ordered the A la Bahia but they ran out of Oysters. So I decided on the Rellenos jumbo stuffed shrimp which came with shrimp fried rice  no flavor  and cold. Not worth the price  I don t think we will go back. I wish them luck.
