restaurant_name,number,review
Taqueria La Guera,1,I usually eat at  2 off Oltorf St. but the food is better than most restaurants and trucks.
Taqueria La Guera,2,Tiny trailer. Tex-Mex food. Cash only. Red sauce is HOT  Tripas were OK and so was the potato and chorizo taco. The number of selections was impressive. If I am in the area again I may drop in. Lots of Tex-Mex food in this area compete with each other.
Taqueria La Guera,3,WoW  My neighbor mentioned this place coming back from HEB and I am so glad he did. My neighbor got the burrito  which looked immense considering the  7. I had been craving a Torta and was happy. What a hidden gem  There seems to be a widely varied menu to choose from. The food was fast and the people friendly. Can t wait to go back.
Taqueria La Guera,4,Wow. We picked a random taco truck on the site of the road  and I m glad we did. 4 tacos for  7  not pictured are the cactus and egg taco and the chorizo and egg taco . Everything was freshly cooked and delicious. And the salsas were
Taqueria La Guera,5,My dad and I both got chorizo  amp  potato and egg  amp  bacon. Very delicious  quick service  great salsa. Will be back 
Las Palapas,1,A much needed good fast casual Tex-Mex restaurant in the Four Points area. My prayers have been answered.   The Puffy Tacos are outstanding. Homemade puffy corn tortillas stuffed with delicious picadillo beef. Cooked to perfection and tasty.   The hot sauce and queso are spot on. You could dine on this alone.   Anxious to come back and try other dishes but so far this hits all the marks for simple  good  fast Tex Mex.   Service was friendly and prompt.
Las Palapas,2,I have had the pleasure of eating at a number of Los Palapas locations in the San Antonio area. I have always been very happy with the food and the service.  This Austin location is a franchise and has had a difficult time getting opened up. Now they are open for drive-thru service most every day of the week and dining service in the afternoons a couple of days a week. While dining there this afternoon we were told that the problem has been with Staffing shortages.  My dining partner and I were both very happy with our choices and enjoyed our experience at Las Palapas near the intersection of 620 and 2222.   Each of us had a cup of chicken tortilla soup which was a very good. I ate a plate of two Puffy Tacos with ground beef in them and my partner had an ala carte shrimp taco and a puffy taco.  We will both be back and will likely try breakfast once they open up for early morning hours. Their menu is extensive and the food is good.
Las Palapas,3,This place has only been open at this location for about a week.  We were here for breakfast.  I had the breakfast chalupa plate.  It comes with two chalupas topped with your choice of eggs  beans  lettuce  tomatoes  avocado  and cheese.  It was very  very good.  The plate comes with homemade corn tortillas or flour tortillas.  We chose the corn.  The tortillas were fresh  steaming hot  and delicious.  I also had the chorizo and egg breakfast taco.  It was delicious too.  My hubby had the bacon and egg plate.  It comes with two eggs  three thick slices of bacon  potatoes and beans  and tortillas.  He said it was very good.    We will certainly come back  
Las Palapas,4,Had their chips and queso. Chicken and shrimp tacos. They were both really good. The size of the shrimp was big. Thought the whole meal was really good and filling. Shrimp well seasoned  the chicken was juicy  I feel like it was chicken thighs. But I could be wrong. Really good  I ll be back again.
Las Palapas,5,Great big tv to watch the game. I had the LP Breakfast and it s was amazing    Bloody Mary was spot on.
Las Palapas,6,Very disappointed  Waited months for this place to open  every time I would stop by it was close early. We finally got to come in for the first time and the place looked pretty good I love the restroom sink finally a normal sink  Service was good from the young lady that delivered our food.. waiter was ok a lil rushy... unfortunately the food was awful  everything was cold.. cheese was not melted in my enchilada and I ve never ate queso I didn t like .. that was soo strange. Unfortunately we will probably not be returning.. I rather eat Taco Cabana.
Las Palapas,7,Excellent  amp  delicious food  homemade tortillas  Margaritas   amp  service     Finally some real Mexican food.
Las Palapas,8,First time here. Started out on a very high note with the wonderful young lady in the drive-thru. She has fantastic customer service skills. Very friendly and great smile. You don t get that anymore. Food was fresh and tasted good. Tortillas were soooooo good  I m anxious to try several different dishes at this place. Especially breakfast.
Las Palapas,9,My husband and I walked in around lunch time. They were not very busy. We were not acknowledged at all  not even a greeting. After my husband approached an employee  someone came and said  that lady will be with you shortly ...we waited a few more minutes and walked out. A simple greeting goes a long way and they didn t even do that. So they lost business today.
Taquizas Mariana,1,Like most people in Austin  I have a deep love for tacos. But unlike most people who live here  I grew up a hop  skip  jump away from the border so I  know  tacos. Last night  we went to a 50th birthday party that ended up revealing to me that I can actually find border style tacos in Austin... and they come to you.  Taquizas Mariana had a setup there. A plancha style affair with a trompo spit  tiny corn tortillas  fresh salsas  pollo  bistek  and helotes. I felt like the proprietor - Mariana - and I were besties at the end of the night but I d also had a lot of tequila. What I do know for sure is that the food was amazing. I had 6 tacos and an entire corn on the cob and the only reason I didn t go back because I was too damn full. But I wanted to. I wanted to grab the spit and run and make pastor tacos for the rest of the week. She said she ll make whatever - mole  lengua  menudo  etc.   I don t want to write this because it likely means that everyone else will discover how great she is but I also want to keep finding her at backyard parties like some kind of delightful surprise.
Taquizas Mariana,2,Mariana Taquizas was AMAZING  The variety of different tacos  salsas  and  Aguas frescas were a hit  The cactus sales was so delicious  Thank you for making our baby shower a success with such tasty food and great customer service   I will definitely recommend y all and use you again.  Thank you    Veronica
Taquizas Mariana,3,They were over one hour late and our guests were hungry.  But The tacos and quesadillas were deliciouso.  My guests kept going back for more .  And the portions where good...... plus they have a reasonable prices .
