restaurant_name,number,review
El Tacorrido,1,Great food and awesome staff.  Will definitely be back.  We had several different tacos and they all where delicious.  Can t wait to go back  
El Tacorrido,2,Came tonight because it states they close at 2am I get to the window  amp  I see the entire staff no one ever comes to the window.  Drove 20 min for nothing.
El Tacorrido,3,I had the revuelta taco and it was amazing  My mom loved her polo and carnitas taco. I will definitely come back for more.   Only complaint is that the offerings in store do not align with the website. Was hoping to try their queso and fish taco as well but will have to see which other tocorrido locations serve them
El Tacorrido,4,El Tacorrido is a gem that has quickly become a staple in my life thanks to the value and quality of the food.  It looks unassuming from the outside  located in the middle of a parking lot of a strip mall off of Lamar and Rundberg. But what it lacks in showmanship it makes up for in taste  price  and consistency.  With most tacos holding steady at less than  3 per taco  as long as you don t go overboard with extra toppings  and the ability to have either breakfast or non-breakfast tacos at any time of day  it s easy to bring a friend and have a full meal with drinks for less than  20 between two people.  These kinds of high-value places in Austin are few and far between. Not only is the price great  but the quality of tacos is stellar. I ve sampled several tacos from their savory menu including the bistec and pollo  as well as some breakfast taco varieties. All have been smash hits. It s hard to stop at just a few tacos because they re so mouth-wateringly delicious.  Don t shy away from the cilantro and onion add-ons unless you re good with missing out on taste.  The salsas come in 3 varieties--2 red and one green. The green is my personal favorite  but you should try them all and find out which suits your palette best.  One pro tip is that if you want avocado on your tacos  you do have to ask for it and pay about  0.50 extra.  There will probably be a guy walking around asking if you want a churro. The churros are solid but unfortunately  depending on the time of day you re there  they might not be warm. Still a nice and sweet tasty treat. I do not believe this guy walking around with the churro cooler is associated with El Tacorrido. Bring cash if you want to finish your meal with some churros.
El Tacorrido,5,Best Mexican tacos on rundberg. The campechano tacos are to die for. Campechano is steak and chorizo grilled on the flattop with onions  super tender and flavorful. They offer corn and flour tortilla options and also serve breakfast all day. Order by the pound to feed a family or individual tacos so you can try out all the meats. Staff is super friendly and they provide quick service.
El Tacorrido,6,The salsa was really good it made the food better. The el pastor was good but the chicharron was not  it was soo soggy not crunchy at all and looked like no meat just rubbery and unchewable skin. GROSS     Way overpriced for the size of the items and low quality    Will not return  
El Tacorrido,7,Perfectly good but not memorable or exceptional compared to other Austin options in really any way. Meat a bit dry
El Tacorrido,8,Good Mexican flavor tacos tortas quesadillas and delicious salsas mmm and good costumer service
El Tacorrido,9,I just moved into the area so I needed to find a new taco spot. I figured Tacorrido would be a good option. Ordered my usual and when I got home I realized there was no salsa in the bag. None. I looked online and saw that they charge for their salsa. If that isn t the most gentrified Wipipo ish ever I don t know what is. So here I am  not only eating dry tacos  but they didn t even add salt or any type of seasoning. Ended up being the blandest tacos I ve ever had. Hard to justify giving them another shot with the small  dry  bland tacos I just ate. If you re going to have this policy in place  you should make it abundantly clear because even the roadside taco trucks get that part right.
El Tacorrido,10,This place is delicious the go to spot for authentic Mexican food.  It s a small little house look a like in the corner of the shopping center.  You can tell this place is bomb because the line in the drive through is out the door.  This was our 2nd time and it did not disappoint.  The only reason I didn t give it a 5 star was because customer service is horrible.  Ladies are in a pissed off mood and could care less about what you think.  They do accept credit cards and you get your food pretty fast.  You can walk up or drive through there is a small table but I don t think it s for people to sit and eat.  Food smelled delicious and it tasted so good.
El Tacorrido,11,Somehow forgot the meat and gave us just egg and cheese on all five breakfast tacos we ordered to go. How do you even do that 
El Tacorrido,12,The best beef tacos I ve had in Austin  I swing by after work at least once a week for these delicious and flavorful tacos  The line is a bit long some days but we ll worth it  Have yet to try everything on the menu but will update this review when I do 
El Tacorrido,13,Always pleasantly delicious  Friendly staff. Muchas gracias   The Salsa Verde is the best in the neighborhood.
