restaurant_name,number,review
Radio Coffee & Beer,1,This is a great spot to hangout with friends with a cup of your favorite coffee. Not too noisy so you can hear each other and indoor outdoor seating so you can chill here in any weather   Great coffee and drink options to choose from as well.  The barista screwed up my macchiato order and gave it to me a small espresso cup but immediately fixed it when I told them that it was not what I ordered.  Not quite the neat leaf design that I wanted on my coffee but I wouldn t hold him to it.
Radio Coffee & Beer,2,Cool vibey coffee shop.   Quality service and quick with it.  Tried the matcha latte with oat milk - I like that it s not too sweet. Very authentic matcha    Very popular place so parking is hard.
Radio Coffee & Beer,3,This was my first time visiting Radio and I can t wait to come back  The gentleman that took my coffee order was very pleasant as well as helpful. I asked for his suggestion for a coffee that would make me want to come back  no parameters. He nailed it. I got a vanilla latte with whole milk and it was so smooth with a hint of sweetness.  This is something that I never would have ordered on my own  as vanilla is normally way too sweet for me  but this was really good   So much more to try  more coffees  teas  beer  amp  cocktails. They have a huge patio too  I can t wait to come back with friends 
Radio Coffee & Beer,4,Love the vibes and the ambiance of this place  It s has generous seating inside and also has a pet friendly and spacious patio  I m not too familiar with their coffee offerings but I did have their chai tea and it was really good  although it was quite sweet for my liking. All the staff are very friendly and offer their honest opinions on each of their menu items. This would be a great place if you re WFH but inside dining might be a little noisy if it s busy so bring headphones  Overall  a really great experience for those wanting a chill afternoon at a coffee shop 
Radio Coffee & Beer,5,So far I ve only had a coffee  but it was perfect. What kind of coffee was it  No idea  I asked for a large super sweet iced coffee  they delivered brilliantly. I received a super chocolate iced heaven that woke me right up before I even got half way through. Highly recommend 
Radio Coffee & Beer,6,Great vibe  full bar menu  and cozy atmosphere. Parking can be a little tough  but there is street parking nearby and additional parking around the back.
Radio Coffee & Beer,7,I came here for a Yelp event and it was a super quaint and hopping venue. I ordered a hot chocolate on this cool fall day and it was delicious. The service was super fast and the people were friendly. I will definitely be back.
Radio Coffee & Beer,8,This is one chill spot. I ve been here twice  one to see Mama Duke and later for a Meetup. As a sober person  their drink menu is unparalleled. They offer nonalcoholic beer  and can make a virgin version of many of their cocktails. I went with a Virgin Phantom Mood. Refreshing and light  perfect to sit outside and sip on their expansive patio.   The patio is very comfy even in summer  with chillers and outdoor fans circulating the air. They have food trucks on site  I enjoyed amazing tacos from Vera Cruz Tacos.   This is just a homey and local neighborhood spot with frequent events  a trivia night  and a bluegrass night I can t wait to check out. My only caveats are  the flies and mosquitoes are insane. They bit me all night  and it was just not fun at all. The patio would be well served by adding citronella candles or offering Off Spray - something to abate the bugs. With the great outdoor circulation  they did just feast on my legs but it was just awful.   One other minor issue  I ordered one NA drink and closed and tipped at the end of the evening. I checked my credit card next and they had a pending prehold of  25  an extremely high authorization hold  honestly. It was pending and never posted  but it did take 4 days to drop off. Just something to keep in mind  I m not sure if the hold applies to debit cards  and no it didn t post  but it was certainly a little frustrating since my drink was  8. I d be reticent to use a credit card again if that were the authorization  and certainly something to keep in mind if you use a debit and aren t expecting a hold that high.   These small issues won t stop me from returning. I m a pedestrian and had no idea to park  the venue is located right next to the Westgate Transit Center and an easy walk. It s just truly a chill and inclusive spot with an old Austin feel. The most expansive sober menu I ve ever seen  numerous events  a community board with many tantalizing other ideas including a ladies  night. I ve been by a hundred times but never stopped by. I won t make that mistake again  it is truly a community center bringing together all walks of life with sober and alcoholic drinks aplenty  truly all are welcome. I am so happy they are here to bring Austin together.
Radio Coffee & Beer,9,Radio is what you think of when you want to hang out on a nice patio. They ve got everything you need   Covered cooled patio - check Coffee and or beer - check Dog friendly - check  Great people watching - check Telework practicality- check  Book reading feasibility- check Delicious food options - triple check b c they ve got Briscuits  Vera Cruz tacos and Dee Dee  I had Vera Cruz tacos- SO AMAZING  I ordered a chorizo  egg  amp  cheese taco and added potatoes and it was quite possibly the best I ve ever had.   Easy ordering of the food by ordering online or at the counter  Easy drink ordering via QR code or at the counter. I ordered a lavender latte and they had mushroom milk  Breve as an option. First time trying it and now I wish I could get it everywhere.  There are also a ton of boozy coffee options if you re interested.   It should be noted I went here during the late morning  early afternoon. I ll have to return to check out the night time and live music vibe.
Radio Coffee & Beer,10,Nice to grab a coffee or mixed drink and depending on time some live music. Feels very Austin 
Radio Coffee & Beer,11,The coffee was good. Operationally  they could do more to get drinks out faster. I went on a very busy day  and the wait was about 20-22 minutes for coffee after waiting in a long line. It was definitely a fun atmosphere. But the baristas seem stressed  and possibly overwhelmed. Looking at their flow  I could see areas for improvement  to help their staff and the customers at the same time. But good tasting coffee and their outdoor seating environment is definitely very Austin  And very cool. Food trucks had great food as well.
