restaurant_name,number,review
La Flor,1,Best bacon  egg and cheese I ve had in my 10 years living in Austin. Friendly and fast service too 
La Flor,2,Ate too many beans here but  2 a taco is what s up.  Literally cannot understand any part of this awful city and its pricing.  Boycott absurd taco joints.  I think it s 6 bucks for a lengua at Papalote  Lmao.  La Flor slaps.  Watched a guy who  I think  owns the corner store drive up  blaring electronica  get out in his loud af gear  walk up like Pitbull to a homeless camp next door and rouse one of the fellows to come get a Rockstar.  Badass.
La Flor,3,Damn. Good. Tacos.   Too delicious  couldn t pull the taco away from my mouth long enough to take a photo.  Get in my belly   Best tacos I have found in Austin.  They were out of everything but the carnitas and pastor but was still incredibly yummy.  Much better and cheaper than Torchy s.  Will be back again and again.
La Flor,4,Delicious and priced right. The tortillas are just the best. And even the simple cheese quesadilla is perfection. I love having this spot in the neighborhood.
La Flor,5,Very good food. The flour tortilla is not home made which makes them sweaty and soggy from heat of food which is normal but good flavor. Breakfast tacos are well made lots of flavor.
La Flor,6,Hark  It was glorious. Did you eat what I ate  Come all ye faithful taco eaters - joyful and triumphant.  Wow. This really put meaning into those Christmas Carols that I ve been listening to. Glorious. Joyful. Triumphant. These tacos put meaning behind those words.  I have several lists of food in the Austin area and La Flor is on four of those. Wow  some other folks must love it. Now  I do too.  It is a very unassuming manger  I mean food truck  in an obscure part of the city. But the food is truly magical  sublime  festive. I had the carnitas taco and the polo chicken. I wish I had taken pictures. They truly are the best I ve had in Austin. There s a reason that these make so many food lists. They are flavorful. They come on fresh  hand made tortillas  unique flavor  and dirt cheap. These are what put taco trucks onto the map and it stays that way.  Joy to the world  The tacos have come.
La Flor,7,the best fajita tacos and the best handmade tortillas. I recommend you stop by and try you will not regret
La Flor,8,Cheap   2 a taco  and delicious. The tortillas are thick and pretty large. I like to go for the breakfast tacos because they are pretty customizable but their steak  carnitas and chicken are all great too. Get bacon in your breakfast tacos - it comes thick crunchy bits  you won t be disappointed.  They also serve quesadillas and gorditas if you want something other than tacos.
La Flor,9,I ve been coming here since I was a little lad with my old man right before we went to work and I can say these are some damn good breakfast tacos.Not only do they make their own homemade tortillas but also have great tasting food.Its not all just tacos you can grab yourself a gordita with whatever filling you want but you can also pair it with a nice atole.Mi paisas si quieren un buen Lonche la Flor es el lugar.
La Flor,10,Best breakfast tacos in Austin  which means they just might be the best breakfast tacos in all of existence. The tacos are two dollars each  and they let you mix ingredients and get whatever you want on a flour or corn tortilla. The corn tortillas are incredible and the flour tortillas are good as well. Everything is perfectly cooked and the red and green salsa are both flavorful and just the right amount of spicy. I can t recommend the corn tortillas enough  they compare favorably to many of the higher end Mexican restaurants in Austin.
La Flor,11,Christian and his mom make the best breakfast tacos in Austin. There s not even a close 2nd. Their homemade corn tortillas are the perfect thickness and are never dry.  The service is always great.
La Flor,12,Best breakfast tacos in Austin  hands down. The tortillas are amazing- thick  chewy  and hot. The food is authentic  and the service is great. I truly feel like I found a hidden gem with La Flor 
La Flor,13,These are the tacos my grandma used to make me on Sunday mornings.   Homemade carnitas  hand-cut papas and those hand-rolled flour tortillas  If for nothing else  go for the tortillas. Unlike anything you can find in Austin.  Check out the menu I posted for the different types of tacos. They re out of some of the meats later in the day  so keep an open mind. They re also super accommodating  like making me a quesadilla and huevos a la mexicana when they re not even on the menu.   Best part   2 tacos  no matter what you order.
La Flor,14,Their food here is authentic Mexican  U won t regret trying this place  My favorite is the quesadilla and all their tortillas are homemade   
La Flor,15,Another reviewer said this was a great place even for vegetarian tacos. No  it is not  BE AWARE  they cook EVERYTHING IN LARD  Nothing on the menu can be made vegetarian because it is all made with lard. No bueno.   As a vegetarian  I am used to having to avoid certain menu items like beans or rice which are more often than not made with lard  bacon  chicken stock  or other animal products. This is usually no big deal because I can order an egg  potato  nopale taco or whatever other veggie options a place offers. But you can t do that at La Flor since everything is cooked in lard and they don t offer a vegetarian-friendly alternative. Bummer. But there are plenty of other yummy taco places in Austin to choose from.
La Flor,16,The corn tortillas were tasty but a little thick for me. They don t scramble the eggs fluffy and the sausage was dry and too salty. But my bean egg and cheese taco was pretty good. The tortillas are so large they should fill em a little bit more. But all in all a decent taco if you re passing by and hungry.
