restaurant_name,number,review
Taqueria Hugo,1,You can taste in each bite it is home made  the tortillas  the marinated meats  everything down to the different daily special fruit drink. No mass production  just you and your taco. No caniving  swindling  or tricks... just a good business  making good food  at a good price. I will be coming back soon with new people  hungry for more. Like their tacos there is no need for fluffy or modifying the truth of the delicious business.
Taqueria Hugo,2,Was so excited to try this place as we have been craving something equivalent to Mexico City street food. The food was good but we definitely got ripped off.  10 piece for a Gordita is insane.  40 for 4 gorditas and they don t tell you the price until after they make your food. Will never consider this place again and steer anyone we know clear of it.
Taqueria Hugo,3,You might drive right past this blue trailer and picnic tables because there are usually several cars parked in front. And don t confuse it for the one around the block  use pics for reference  this is truly a hidden gem  Easily the best tacos I ve had in Austin. I m from Southern California and have loved authentic Mexican tacos for years. The kinds that don t really need salsa because the meat is so well cooked and seasoned. They come with cilantro and onions and you can add Grilled onions too. They come in 5 types my favorite are the Chicken  carnitas  and suadero  brisket . They make killer quesadillas  fried quail  menudo and their breakfast tacos are choice as well. They have some killer cantelope  pineapple  and strawberry jugos that are delicious. They only accept cash  but if you are kind and ask  you might be able to Cash App. The family that runs this stand is so nice and mostly speak Spanish  but the daughter speaks English quite well. I have fallen in love with this place and you will too after that first bite 
Taqueria Hugo,4,The barbacoa quesadilla dorada was 10 10.  A little pricey but good af. Great Mexican food
Taqueria Hugo,5,On the hunt for the new location of the El As del Taco truck  I traversed the entire length of Burleson Rd. Alas  there was no El As. But there were other opportunities to get my taco stalking fix.   In the lot of a Tejano club stood an unmarked taco trailer  emblazoned with posters for a boxing match. Several scantily-clad mamacitas lingered about. Key variables which are highly associated with great tacos. And another one  Handmade corn tortillas - check. And a surprise treat on the menu  Quail enchiladas. Already full from another taco run just an hour ago  I had no room for the quail  so I ordered a mere beef fajita taco. I fell for it at first bite. There was a certain astringency to it that was beguiling and led to the heat from a pickled mix of onions and habaneros. The meat was expertly charred and deep-flavored. The mid-thickness corn tortilla  hecha a mano  was flawless. Before I finished it  I had already ordered another with suadero. A repeat of the first  with unexpected sauteed onions pushing the experience onto another level.   The ladies who run it are from Michoacan  but they don t serve carnitas  I ll return to see if the quail makes up for that.
Taqueria Hugo,6,Chicken tacos on corn tortillas are awesome  amp  for me that is a lot to say.  Im very picky. I got one  amp  had to come get two more. Must try. Delicious. Exited to try some of the other menue items.
Taqueria Hugo,7,Best bacon and egg tacos in town. Get them on corn tortillas 
Taqueria Hugo,8,Convenient taco truck right off the highway. Service is always great  The al pastor taco is my go-to  amp  I really like the flavor of their salsas. Also  the club next door provides good ambiance. Andddd they re open until 2AM for those late night munchies- major bonus.
Taqueria Hugo,9,Great goat  chivo  tacos. Only available on Saturday and Sunday before they run out  around 1 or so . Best stop near the airport for authentic tacos. Owners are from Michoac n.
Regios Al Vapor 3,1,Their tacos al vapor are the best I ve ever had  I do recommend getting the 5 taco combo since its a better deal than getting them individually  Tacos are a little small but still not bad for the price.  Get chicharron and deshebrada  you wont regret it 
Regios Al Vapor 3,2,The  1 al vapor--5 assorted tacos and a MX Coke   My life will never be the same they are so good.  Pull in right off of Lamar and change yours.
Regios Al Vapor 3,3,In search of tacos for lunch  I spied this truck in the corner of the HEB center at N. Lamar  amp  Rundberg. It strangely faces the busy road instead of the shopping center  with picnic tables in front  so if you park in the HEB lot you have to walk from behind the truck around to the front. Odd. Anyways  the electronic menu wasn t working  and there is no other signage or menu online. Hmm. Guess I ll just ask if they have Al Pastor  though the painting on the truck indicates that they are known for their asada tacos. Yes  they are mostly Spanish-speaking there  but my order-taker and I did just fine with Spanglish. Yes  they have Al Pastor  which I got on flour with the requisite cilantro and diced onion  along with salsa verde. The tacos were served on a paper plate covered with foil  with a slice of lemon instead of lime  and 2 containers of salsa  one small and one larger.   The Pastor meat was very flavorful  but somewhat chewy.  Maybe a smaller cut would help   It was spiced and marinated nicely. The tortillas were good  but I m thinking not homemade at the truck. The toppings were fresh. The salsa was a bit different than the usual verde or creamy verde--kinda something in between  with definite heat and a tang  perhaps from lemon. The tacos weren t expensive  per se  but maybe a bit pricey for that area of town  but they were of a generous portion so I feel they are priced right. Besides  something has to pay for all that extensive  attention-getting painting on the truck 
Regios Al Vapor 3,4,I came here today after I took Thing One to get his second Fauci Ouchie inside of HEB  off of Lamar  amp  Runberg . I usually never come to this part of town as there is truly nothing I cant find over here that I cant find closer to my home.   On the way back to the car  Thing One noticed the food truck and decided it may be worth a try.  We ordered 5 taco asada s. Wow  color me impressed. The tacos are authentic and the meat was tender and flavorful and the green sauce is slap your mama good  If in the area  I will definitely stop by and try other menu items.    This is a Spanish speaking only truck  So  for those que no hablan Espa ol  yah betta brush up on your skills.    apoyarlosnegociosLatinos  supportminortyownedbusiness  supportlocal
Regios Al Vapor 3,5,The tacos Al vapor here are amazing. They are authentic to what you would get in Mexico. The price is pretty good for what you get. They give you toppings  salsa  and lemons for you tacos. I ve come here two times and have had great experiences. Im not 100  sure if they only speak Spanish. As I speak Spanish so I ve had no issues ordering here. I ve been taking my tacos to go and every time I arrive home they are very warm. They package them securely which I appreciate. I highly recommend this place. If you re looking for tacos Al vapor. I haven t tried their regular tacos  but they re al vapor is so good. 10 10 
Regios Al Vapor 3,6,Best Lengua and Asada Tacos  Quesadilla are bomb  definitely get 2. Salsas are good and spicy 
Mariscos Los Jarochos,1,The jury is still out on Mariscos Los Jarochos.         What scares me about this place is the disrepair of the physical plant.  My bench was kind of falling apart.  In the men s rooms  the pipes were twisted and coming out of the wall at an angle.  Lack of maintenance in dining rooms and bathrooms makes me worry about how well maintained things are in the kitchen.         On the plus side    I had a shrimp cocktail that was perfectly lovely.  Both the shrimp themselves  the produce and the sauce were just fine.  And yes they were fresh.  Service was excellent.   I did come off hours when the place was not busy.          The other Yelp reviews note either lack of freshness or poor service.  They also note high prices.  The price complaint is real.  There were no issues with freshness or service on my watch.  But if they are charging all this money    And not fixing the building   Might they also be cutting corners on the fish 
Mariscos Los Jarochos,2,Place was recommended to us by a friend. My husband was not very pleased by the atmosphere but wanted to give it a try. Food was blah  service was horrible we waited about 10mins for our waitress to even acknowledge us  on top of that she didn t even bring small plates or any sauces. We had to keep asking for stuff and she never came back to check if we needed anything. We were told their oysters were good but I have to disagree they weren t the best but just ehh and the fried shrimp were over cooked and dry.  Way over priced   Definitely won t be back.
Mariscos Los Jarochos,3,Guadalajara was packed  so I thought I would give this place a second try. I tried it about 8 years ago and was quite underwhelmed. But since it had been so long and they were still in business  I thought perhaps they had improved. Nope. If anything  it was worse. The seafood is not fresh. The food was all over cooked and yet  not actually hot. To add insult to injury  it was really expensive. I could have eaten at one of several upscale Mexican restaurants for what I paid here. Save your money.
Mariscos Los Jarochos,4,Food is overpriced and the waitress was horrible     We asked her if they had tacos and she said  No  only de asada y de pastor     So do you or do you not    We order the tacos and choriqueso.  When the waitress brought the choriqueso and the tortillas  she didn t gave us plates or utensils  we tried flagging her several times without luck. We got the wrong taco order and once they fixed it  the carne asada was dry and no taste to it    The pastor didn t had pineapple and the meat was dry too   The agua de Tamarindo was diluted and to top it off the waitress didn t even check on us until the bill came  I almost fainted when I saw the bill  I thought I had eaten a steak or something. When we questioned the waitress on one item on the bill  she gave us attitude and a dirty look    WILL NEVER GO THERE AGAIN.
Mariscos Los Jarochos,5,This place was good but also kind of pricey for what you get. I ordered the seafood soup and really enjoyed the presentation of the food and how it was cooked. The staff was really nice and the food was delivered in a timely fashion. I would definitely go again.
Mariscos Los Jarochos,6,Overpriced food that would be worth it IF THE WAITRESSES paid attention to you. We had to wave our server down for everything. We had to ask for a menu and then silverware  and then food  last but not least the check. We literally kept making eye contact with the waitress across the room  bc she was hanging out with the rest of the waitstaff just laughing it out . The worst part of it all  the waitress made us pay for something we didn t order. We really couldn t believe it. My boyfriend ordered red enchiladas and they brought out green ones. We told the waitress and she said she couldn t take them back bc she would have to pay for it. So we just sat there and looked at my plate on disbelief. We tried to eat some of my plate but it was just uncomfortable for the rest of the stay. Definitely not recommended. Enchilada Plate
Mariscos Los Jarochos,7,This place was ok. it definitely had its pros and cons.   PROS  ambiance for soccer games. pretty cool.  CONS  Regulars just walk past the servers and seat themselves. We waited for about 15 minutes  but finally the waitress interrupted another and told her no  the next table is for that couple. Thank you unknown waitress.  Prices. were a little high. my love ordered a molcajete.  21. it was a lot of food but ive seen those for half the price  and taste a lot better.   When the check came my love game them his debit card  the waiter asked for cash. My fianc e said he didn t have any cash  because this is 2014 and everyone carries their debit card. its like visa  everywhere you want to be  He said he didn t know how to work the machine.  uh... that sounds like a waiter problem  not a customer problem . He finally did run his card since he had to  and he included his own tip  which he added  4 to the total which is fine  but he ll never know what he would have gotten if he wasnt trying to be sneaky.   Sucks b c he was ok before that. I ordered the carne asada platter which he said he didn t recommend b c it was very dry  only knew this b c my fiancee translated this for me  I love the authentic places but I also wish I wouldnt get crazy looks when I m not bilingual. Do they do this to other nationalities or just me b c they figure I should know spanish. I get it  I am mexican american. but I am a 3rd generation TEXAN  that I know of could be farther   sorry i speak English  I was born here  sooo. this is where I learned to speak. Now if I was born in Mexico and didnt know spanish  now that would be a shock  but please dont judge me for my lack of spanish knowledge  I came to enjoy your delicious food. be nice.
Mariscos Los Jarochos,8,Amazing food  great atmosphere   My son-in-law brought me here trying to get me to try something out of my comfort zone and I will admit  I was a little hesitant but my GOSH the food was so delicious and the staff beyond excellent  I will definitely be back 
Mariscos Los Jarochos,9,I would give this place Zero Stars if that was an option. The place was loud and dirty. The bottled beer was just cool and the fried shrimp was over cooked to the point of being inedible. The prices were on the level of a legitimate seafood restaurant like pappadoux s but the quality is one of the lowest I have ever had. 20.00 for 6 small  over cooked shrimp  some frozen french fries and some hard  crispy  old rice and a warm beer. NEVER AGAIN.
Mariscos Los Jarochos,10,First time visit today I was starving but let s start with the service the person who receive you very dry and u would think is upset as same as most of the staff- Food is not even good is just okayish price is    this is better for a night with drinks with some friends since there s a Karaoke space ... since I m pregnant and went in the morning was not much to choose from I order 3 beef tacos ate one came with beans I didn t like them at all   chips was good not the sauce it come with but got the green salsa and was tasty pretty much infilled myself with 1 taco and chips and salsa  I m going back  No thanks
Mariscos Los Jarochos,11,The food was good at this location. The parking is horrible they don t have enough parking for the amount of people that fit inside the restaurant. Our waitress took forever to attend us and the food took a long time to come out as well . Be on the look out on your receipt it was a group of 4 that went and they precharged the tip saying  the system automatically generates that  that is BS if you tell me
Mariscos Los Jarochos,12,Me and my husband had lunch here. Crazy expensive for the food quality. Cheap fish. Not flavored well. Salad had old lettuce and mushy tomatoes. Mixed drinks were not good as well. I do not recommend this place.
Mariscos Los Jarochos,13,My God No. Never Again.  DON T WASTE YOUR TIME HERE.  I struggled to not use profanity in writing this.  This place absolutely sucks.  Simply put in bullet points   - The music is too loud to hear someone across the table from you... in fact  you can hear it through the wall of the next door restaurant  Together... which I would recommend going to by the way.  I might need to call the police on Together s behalf because they re too nice to complain about the obvious noise violations.  - The staff is straight up ignorant.  They ignore you and ignore your table pretty regularly.  - The Prices are WTF expensive... basic Mexican stuff is  14.99...like something that should be no more than  9... so you re not getting out of there under  50-60 for 2 people for Mexican food... and I didn t even bother to see how expensive drinks were.  - The inside at best looks like your creepy uncle s basement.  Please don t waste your time here. I beg of you.
Mariscos Los Jarochos,14,The worst Mexican restaurant  the food is overpriced and taste awful  I couldn t eat anything it was disgusting the flavor of the soup  I told the waitress since she asked  but she doesn t care . I will never return to this place.
Mariscos Los Jarochos,15,Service is ok. Could be better. Party of five... Found this yelp list of and decided to check it out despite its negative reviews. Well... Big mistake. Someone in my group had a fish entree. Right away you could tell the fish was old and possibly had gone bad. Not fresh fish. We told our waiter who was nice. He went to check with management. Management supposedly tasted the fish and said it was ok and refused to correct the issue. Never again. Actually going to consider reporting them to the health department in Austin. Huge fail on their part.
Mariscos Los Jarochos,16,Very traditional Mexican environment. Very loud music and football playing on TV. Huge bar with lots of selection. Some waitress didn t speak English.   Chips n Salsa was good. Ceviche was too sweet. The empanadas was oily but filling was generous.
Mariscos Los Jarochos,17,The service was prompt and courteous but the food was overpriced and lacked taste. I ordered the shrimp tostada and it was loaded with tons of mayonnaise. I then ordered the shrimp cocktail. The medium is big enough to share between two people as an appetizer. The taste of the tomato sauce was far too sweet for me . The main entree that I ordered was the Jarocho de alambre  it too was not too appetizing. Will not be coming back for seconds
